category,taxonomyRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,researchTrend,methodTags,keyIdea,strengths,limitations,paperLink,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy
"SSVEP, P300, and ERP Spellers",67,2009,The MindGame: A P300-based brain-computer interface game,"A. Finke, Alexander Lenhardt, H. Ritter",Neural Networks,2009-11-01,195,7,171.548,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions The MindGame: A P300-based brain-computer interface game within SSVEP, P300, and ERP Spellers.",high citation signal (195); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1016/j.neunet.2009.07.003,https://www.semanticscholar.org/paper/44ae340d1549673e53977804e718e1a234b4c79a,,10.1016/j.neunet.2009.07.003,,19635654,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",68,2010,Optimization of SSVEP brain responses with application to eight-command Brain-Computer Interface.,"H. Bakardjian, Toshihisa Tanaka, A. Cichocki",Neuroscience Letters,2010-01-18,194,16,185.004,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions Optimization of SSVEP brain responses with application to eight-command Brain-Computer Interface. within SSVEP, P300, and ERP Spellers.",high citation signal (194); influential citation signal (16); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1016/j.neulet.2009.11.039,https://www.semanticscholar.org/paper/ae34c866ffcbd9d2c57e7ff7f5a4cb00311f5bb9,,10.1016/j.neulet.2009.11.039,,19931592,Computer Science; Engineering; Medicine; Psychology
"SSVEP, P300, and ERP Spellers",69,2017,Decoding the auditory brain with canonical component analysis,"A. de Cheveigné, Daniel D. E. Wong, Giovanni M. Di Liberto, Jens Hjortkjaer, M. Slaney, E. Lalor",bioRxiv,2017-12-12,193,17,171.92,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",communication,The relation between a stimulus and the evoked brain response can shed light on perceptual processes within the brain.,high citation signal (193); influential citation signal (17); open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1016/j.neuroimage.2018.01.033,https://www.semanticscholar.org/paper/a0fc328f58c2abe570c183e729dd67091eea6df5,https://doi.org/10.1016/j.neuroimage.2018.01.033,10.1016/j.neuroimage.2018.01.033,,29378317,Biology; Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",70,2012,Online Adaptation of a c-VEP Brain-Computer Interface(BCI) Based on Error-Related Potentials and Unsupervised Learning,"M. Spüler, W. Rosenstiel, M. Bogdan",PLoS ONE,2012-12-07,191,21,194.304,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",invasive; communication,The goal of a Brain-Computer Interface (BCI) is to control a computer by pure brain activity.,high citation signal (191); influential citation signal (21); recognized venue,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1371/journal.pone.0051077,https://www.semanticscholar.org/paper/c75a8b8555151df04541e63b9c23aeb7ebc31e7d,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0051077&type=printable,10.1371/journal.pone.0051077,,23236433,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",71,2005,Visual spatial attention control in an independent brain-computer interface,"S. Kelly, E. Lalor, C. Finucane, G. McDarby, R. Reilly",IEEE Transactions on Biomedical Engineering,2005-08-15,189,13,178.938,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,This paper presents a novel brain computer interface (BCI) design employing visual evoked potential (VEP) modulations in a paradigm involving no dependency on peripheral muscles or nerves.,high citation signal (189); influential citation signal (13); recognized venue,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/TBME.2005.851510,https://www.semanticscholar.org/paper/a21d1e1dd6ef6625adf8850bc9f11a3cea94ee50,https://www.tara.tcd.ie/bitstream/2262/17620/1/spatial.pdf,10.1109/TBME.2005.851510,,16189972,Computer Science; Engineering; Medicine; Psychology
"SSVEP, P300, and ERP Spellers",72,2010,Design and Implementation of a P300-Based Brain-Computer Interface for Controlling an Internet Browser,"Emily M. Mugler, Carolin A. Ruf, Sebastian Halder, M. Bensch, A. Kubler",IEEE transactions on neural systems and rehabilitation engineering,2010-08-30,188,6,168.345,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions Design and Implementation of a P300-Based Brain-Computer Interface for Controlling an Internet Browser within SSVEP, P300, and ERP Spellers.",high citation signal (188); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1109/TNSRE.2010.2068059,https://www.semanticscholar.org/paper/0bf3a31b9f0be686deb84572dcff56bf6596be25,,10.1109/TNSRE.2010.2068059,,20805058,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",73,2012,Comparison of Dry and Gel Based Electrodes for P300 Brain–Computer Interfaces,"C. Guger, G. Krausz, B. Allison, G. Edlinger",Frontiers in Neuroscience,2012-03-26,188,5,163.57,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",closed-loop,"Most brain–computer interfaces (BCIs) rely on one of three types of signals in the electroencephalogram (EEG): P300s, steady-state visually evoked potentials, and event-related desynchronization.",high citation signal (188); recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3389/fnins.2012.00060,https://www.semanticscholar.org/paper/665e1f22a1f502e7472f6aacb446429332d0b455,https://www.frontiersin.org/articles/10.3389/fnins.2012.00060/pdf,10.3389/fnins.2012.00060,,22586362,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",74,2019,BETA: A Large Benchmark Database Toward SSVEP-BCI Application,"Bingchuan Liu, Xiaoshan Huang, Yijun Wang, Xiaogang Chen, Xiaorong Gao",Frontiers in Neuroscience,2019-11-29,187,33,203.176,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",dataset/benchmark,The brain-computer interface (BCI) provides an alternative means to communicate and it has sparked growing interest in the past two decades.,high citation signal (187); influential citation signal (33); recognized venue,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3389/fnins.2020.00627,https://www.semanticscholar.org/paper/01b1dcc06bbf474207cae3c056e1e8115605eb16,https://www.frontiersin.org/articles/10.3389/fnins.2020.00627/pdf,10.3389/fnins.2020.00627,1911.13045,32655358,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",75,2004,High performance P300 speller for brain-computer interface,"Cuntai Guan, M. Thulasidas, Jiankang K. Wu",BCS International Academic Conference,2004-12-01,187,10,166.364,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",communication,P300 speller is a communication tool with which one can input texts or commands to a computer by thought.,high citation signal (187); influential citation signal (10); open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/BIOCAS.2004.1454155,https://www.semanticscholar.org/paper/7e33c5fd3d7399bbe23b0eb2f1a0bdb94fe2512c,https://ink.library.smu.edu.sg/sis_research/3497,10.1109/BIOCAS.2004.1454155,,,Computer Science
"SSVEP, P300, and ERP Spellers",76,2009,Toward A High-Throughput Auditory P300-based Brain-Computer Interface,"D. Klobassa, D. Klobassa, T. Vaughan, P. Brunner, N. E. Schwartz, J. Wolpaw, et al.",Clinical Neurophysiology,2009-07-01,183,12,170.398,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",communication,Objective Brain-computer interface (BCI) technology can provide severely disabled people with non-muscular communication.,high citation signal (183); influential citation signal (12); open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1016/j.clinph.2009.04.019,https://www.semanticscholar.org/paper/58a30c3917021ce67baa9cab5f0bb724379735d2,https://europepmc.org/articles/pmc2729552?pdf=render,10.1016/j.clinph.2009.04.019,,19574091,Computer Science; Engineering; Medicine; Psychology
