category,taxonomyRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,methodTags,keyIdea,strengths,limitations,paperLink,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy
EEG Signal Processing and Datasets,29,2026,"A Systematic Review of Techniques, Artifacts, Challenges and Future Directions on Signal Acquisition and Preprocessing in Brain-Computer Interfaces (BCIs)","Samriti Thakur, S. Thakur, Aryan Rana, Pankaj Kumar, Ashok Kumar Das",International Journal of Human-Computer Interaction,2026-01-05,1,0,26.749,review,"Positions A Systematic Review of Techniques, Artifacts, Challenges and Future Directions on Signal Acquisition and Preprocessing in Brain-Computer Interfaces (BCIs) within EEG Signal Processing and Datasets.",selected from the top-scored BCI candidate pool,abstract unavailable in metadata; recent work may be under-cited; limited citation history,https://doi.org/10.1080/10447318.2025.2602691,https://www.semanticscholar.org/paper/932b92901ab2ce1e09b97889c59f54ed24aaf0e0,,10.1080/10447318.2025.2602691,,,Computer Science
General BCI Methods and Systems,1,2020,Brain-Computer Interfaces,"Ricardo Chavarriaga, J. Millán",Handbook of Clinical Neurology,,548,36,208.275,BCI method,Positions Brain-Computer Interfaces within General BCI Methods and Systems.,high citation signal (548); influential citation signal (36); open-access PDF metadata,abstract unavailable in metadata,https://doi.org/10.1007/978-3-540-29678-2_717,https://www.semanticscholar.org/paper/88180800dbffa736a05c9a42e375f5d53a1abab6,https://depositonce.tu-berlin.de/bitstream/11303/1268/1/Dokument_28.pdf,10.1007/978-3-540-29678-2_717,,,Computer Science; Medicine
General BCI Methods and Systems,2,2022,Bioadhesive and conductive hydrogel-integrated brain-machine interfaces for conformal and immune-evasive contact with brain tissue,"Xiao Wang, Xiaotong Sun, Donglin Gan, M. Soubrier, H. Chiang, Liwei Yan, et al.",Matter,2022-01-01,159,1,128.63,BCI method,Positions Bioadhesive and conductive hydrogel-integrated brain-machine interfaces for conformal and immune-evasive contact with brain tissue within General BCI Methods and Systems.,high citation signal (159); open-access PDF metadata,abstract unavailable in metadata,https://doi.org/10.1016/j.matt.2022.01.012,https://www.semanticscholar.org/paper/f082603611adf92a1a65b0ddf221c8832ad58734,https://doi.org/10.1016/j.matt.2022.01.012,10.1016/j.matt.2022.01.012,,,Engineering; Medicine
General BCI Methods and Systems,3,2022,A Power-Efficient Brain-Machine Interface System With a Sub-mw Feature Extraction and Decoding ASIC Demonstrated in Nonhuman Primates,"Hyochan An, S. R. Nason-Tomaszewski, Jongyup Lim, Kyumin Kwon, Matthew S. Willsey, Parag G. Patil, et al.",IEEE Transactions on Biomedical Circuits and Systems,2022-05-20,28,7,126.01,BCI method,Positions A Power-Efficient Brain-Machine Interface System With a Sub-mw Feature Extraction and Decoding ASIC Demonstrated in Nonhuman Primates within General BCI Methods and Systems.,recognized venue; open-access PDF metadata,abstract unavailable in metadata,https://doi.org/10.1109/TBCAS.2022.3175926,https://www.semanticscholar.org/paper/ac5967f5a2b2fd4a4f6771b44298548116a9b038,https://doi.org/10.1109/tbcas.2022.3175926,10.1109/TBCAS.2022.3175926,,35594208,Computer Science; Engineering; Medicine
General BCI Methods and Systems,4,2024,"Neural interfaces and human-computer interaction: A U.S. review: Delving into the developments, ethical considerations, and future prospects of brain-computer interfaces","Sedat Sonko, Adefunke Fabuyide, Kenneth Ifeanyi Ibekwe, Emmanuel Augustine Etukudoh, Valentine Ikenna Ilojianya",International Journal of Science and Research Archive,2024-01-30,16,8,123.381,review,"This study provides a comprehensive analysis of the developments, ethical considerations, and future prospects of brain-computer interfaces (BCIs) in the United States.",recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.30574/ijsra.2024.11.1.0111,https://www.semanticscholar.org/paper/5b3214449b7d079585ab9c4570827964bdb4592b,https://ijsra.net/sites/default/files/IJSRA-2024-0111.pdf,10.30574/ijsra.2024.11.1.0111,,,Computer Science
General BCI Methods and Systems,5,2023,"Electroencephalogram based brain-computer interface: Applications, challenges, and opportunities","Hitesh Yadav, S. Maini",Multimedia tools and applications,2023-05-04,44,1,109.223,review,Brain-Computer Interfaces (BCI) is an exciting and emerging research area for researchers and scientists.,open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1007/s11042-023-15653-x,https://www.semanticscholar.org/paper/09d7690bae2ad6ed159236d83e4e3b269f3a56ab,https://link.springer.com/content/pdf/10.1007/s11042-023-15653-x.pdf,10.1007/s11042-023-15653-x,,37362726,Computer Science; Engineering; Medicine
General BCI Methods and Systems,6,2023,Machine learning techniques for electroencephalogram based brain-computer interface: A systematic literature review,"Pawan, R. Dhiman",Measurement: Sensors,2023-08-01,44,1,107.723,review,Positions Machine learning techniques for electroencephalogram based brain-computer interface: A systematic literature review within General BCI Methods and Systems.,open-access PDF metadata,abstract unavailable in metadata,https://doi.org/10.1016/j.measen.2023.100823,https://www.semanticscholar.org/paper/cc4520eb7aeae96541655bae8b811206cc0d080e,https://doi.org/10.1016/j.measen.2023.100823,10.1016/j.measen.2023.100823,,,Computer Science; Medicine
General BCI Methods and Systems,7,2024,Understanding the Ethical Issues of Brain-Computer Interfaces (BCIs): A Blessing or the Beginning of a Dystopian Future?,"Efstratios Livanis, P. Voultsos, Konstantinos Vadikolias, Panagiotis Pantazakos, Alexandra K. Tsaroucha",Cureus,2024-04-01,30,2,106.823,review,"In recent years, scientific discoveries in the field of neuroscience combined with developments in the field of artificial intelligence have led to the development of a range of neurotechnologies.",open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.7759/cureus.58243,https://www.semanticscholar.org/paper/3f1325a3af3a28a826212b85d18561b70b0d230f,https://assets.cureus.com/uploads/review_article/pdf/232122/20240414-20093-gaz6qp.pdf,10.7759/cureus.58243,,38745805,Computer Science; Medicine; Philosophy
General BCI Methods and Systems,8,2024,Development of real-time brain-computer interface control system for robot,"Yang An, J. Wong, Sai-Ho Ling",Applied Soft Computing,2024-04-01,41,1,99.205,BCI method,Positions Development of real-time brain-computer interface control system for robot within General BCI Methods and Systems.,open-access PDF metadata,abstract unavailable in metadata,https://doi.org/10.1016/j.asoc.2024.111648,https://www.semanticscholar.org/paper/0baf7641fe317593dd2b1f10e19f8c42742b6ca6,https://doi.org/10.1016/j.asoc.2024.111648,10.1016/j.asoc.2024.111648,,,Computer Science; Engineering
General BCI Methods and Systems,9,2024,Brain-computer interface paradigms and neural coding,"Pengrui Tai, Peng Ding, Fan Wang, Anmin Gong, Tianwen Li, Lei Zhao, et al.",Frontiers in Neuroscience,2024-01-15,27,0,96.308,review,Brain signal patterns generated in the central nervous system of brain-computer interface (BCI) users are closely related to BCI paradigms and neural coding.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3389/fnins.2023.1345961,https://www.semanticscholar.org/paper/903d862cdece14c15bb5808d6fe62e0b7c5a1be3,https://www.frontiersin.org/articles/10.3389/fnins.2023.1345961/pdf?isPublishedV2=False,10.3389/fnins.2023.1345961,,38287988,Computer Science; Engineering; Medicine
General BCI Methods and Systems,10,2025,"Application and future directions of brain-computer interfaces in neurological disorders: Technological advances, clinical practices, and challenges","Qiao Deng, Zhuang Fu, Nai Ma, Boding Wang",Brain Hemorrhages,2025-09-01,10,0,72.254,clinical/rehab,"Positions Application and future directions of brain-computer interfaces in neurological disorders: Technological advances, clinical practices, and challenges within General BCI Methods and Systems.",recognized venue,abstract unavailable in metadata; recent work may be under-cited; limited citation history,https://doi.org/10.1016/j.hest.2025.09.002,https://www.semanticscholar.org/paper/822c75a323220844529cefbd1e76eca92cb95960,,10.1016/j.hest.2025.09.002,,,Computer Science; Medicine
General BCI Methods and Systems,11,2026,Brain-computer interfaces for memory enhancement: Scientometric analysis and future directions,M. Kapsetaki,Biomedical Signal Processing and Control,,2,1,41.146,BCI method,Positions Brain-computer interfaces for memory enhancement: Scientometric analysis and future directions within General BCI Methods and Systems.,selected from the top-scored BCI candidate pool,abstract unavailable in metadata; recent work may be under-cited; limited citation history,https://doi.org/10.1016/j.bspc.2025.108904,https://www.semanticscholar.org/paper/4f2aa854f9b9f04b9b7d95137d35c333e064a6cb,,10.1016/j.bspc.2025.108904,,,Computer Science; Medicine
General BCI Methods and Systems,12,2026,Recursive sample weighted - N-way partial least squares for brain-computer interface decoder online learning with class imbalance,"Rémi Souriau, Félix Martel, T. Aksenova",Biomedical Signal Processing and Control,,3,0,34.998,BCI method,Positions Recursive sample weighted - N-way partial least squares for brain-computer interface decoder online learning with class imbalance within General BCI Methods and Systems.,selected from the top-scored BCI candidate pool,abstract unavailable in metadata; recent work may be under-cited; limited citation history,https://doi.org/10.1016/j.bspc.2025.109025,https://www.semanticscholar.org/paper/b6610839f7e110d38a2f73c1de785f451e3c87ef,,10.1016/j.bspc.2025.109025,,,Computer Science
General BCI Methods and Systems,13,2026,Brain-computer interface: an update for the clinicians,"Agam Jain, Sreelakshmi Raveendran, K. P. S. Nair, S. Ramakrishnan",Frontiers in Human Neuroscience,2026-04-22,0,0,28.0,review; clinical/rehab,This narrative review critically examines the fundamental principles and clinical applications of Brain-Computer Interfaces (BCIs) in neuroscience and mental health.,recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.3389/fnhum.2026.1777024,https://www.semanticscholar.org/paper/eaa8e3554fa2284171928d5661e3e4a5c8af8805,,10.3389/fnhum.2026.1777024,,42100576,Computer Science; Medicine
General BCI Methods and Systems,14,2026,A Systematic Review of Neuroplasticity Induced by Brain–Computer Interface Combined with Virtual Reality (BCI-VR),"Maria F. C. Goulart, Victor I. Maciel, Isabele C. Mortari, Sávio C. Souza, Rafaela T. Cruvinel, R. Bernardes, et al.",The 6th International Congress on Health Innovation&amp;mdash;INOVATEC 2025,2026-03-24,1,0,26.749,review,Positions A Systematic Review of Neuroplasticity Induced by Brain–Computer Interface Combined with Virtual Reality (BCI-VR) within General BCI Methods and Systems.,selected from the top-scored BCI candidate pool,abstract unavailable in metadata; recent work may be under-cited; limited citation history,https://doi.org/10.3390/proceedings2026137124,https://www.semanticscholar.org/paper/f432c61a8ff86f1464e516f39f2abef2974bbe98,,10.3390/proceedings2026137124,,,Computer Science; Engineering; Medicine
"Hybrid, Affective, and Closed-loop BCIs",1,2020,A review of user training methods in brain computer interfaces based on mental tasks,"A. Roc, Léa Pillette, J. Mladenović, Camille Benaroch, B. N'Kaoua, C. Jeunet, et al.",Journal of Neural Engineering,2020-11-12,98,1,136.569,review; closed-loop,Mental-tasks based brain–computer interfaces (MT-BCIs) allow their users to interact with an external device solely by using brain signals produced through mental tasks.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1088/1741-2552/abca17,https://www.semanticscholar.org/paper/b6cc2b24cc1b0d84d5fb2e43dc2f07b5e9f7ce22,https://hal.archives-ouvertes.fr/hal-03009841/file/SOURCE_revised_manuscript%20%281%29.pdf,10.1088/1741-2552/abca17,,33181488,Computer Science; Medicine; Physics; Psychology
"Hybrid, Affective, and Closed-loop BCIs",2,2021,Long-Term Mutual Training for the CYBATHLON BCI Race With a Tetraplegic Pilot: A Case Study on Inter-Session Transfer and Intra-Session Adaptation,"Lea Hehenberger, Reinmar J. Kobler, Catarina Lopes-Dias, Nitikorn Srisrisawang, P. Tumfart, J. B. Uroko, et al.",Frontiers in Human Neuroscience,2021-02-26,28,3,120.034,dataset/benchmark; closed-loop,CYBATHLON is an international championship where people with severe physical disabilities compete with the aid of state-of-the-art assistive technology.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3389/fnhum.2021.635777,https://www.semanticscholar.org/paper/f9cbdac39f9e0b4d461ee34b35103acad1de1c6a,https://www.frontiersin.org/articles/10.3389/fnhum.2021.635777/pdf,10.3389/fnhum.2021.635777,,33716698,Computer Science; Engineering; Medicine
"Hybrid, Affective, and Closed-loop BCIs",3,2022,Closed-loop stimulation using a multi-region brain-machine interface has analgesic effects in rodents,"Guanghao Sun, Fei Zeng, Michael McCartin, Qiaosheng Zhang, Helen Y. Xu, Yaling Liu, et al.",Science Translational Medicine,2022-06-29,48,1,117.597,clinical/rehab; closed-loop,Effective treatments for chronic pain remain limited.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1126/scitranslmed.abm5868,https://www.semanticscholar.org/paper/b57ea72d205f6c6019282b6a752ac99f2decd1dc,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9761688,10.1126/scitranslmed.abm5868,,35767651,Medicine
